chunk_id,section_title,chunk_type,page_number,content,id,title,url,text,source_path,document_id,document_title,authors,publication,year,doi,abstract,top_level_sections
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE9004,Unknown,list,9,"1. Attend

0,05

0,08

2,52

3,29
2. Comprehend",a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE9004,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,"1. Attend

0,05

0,08

2,52

3,29
2. Comprehend",C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE10001,Anticipate,paragraph,10,"Self-Assessment 1. Attend 0,06 0,11 3,23 3,46 2. Comprehend 3. Anticipate",a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE10001,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,"Self-Assessment 1. Attend 0,06 0,11 3,23 3,46 2. Comprehend 3. Anticipate",C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE10002,Anticipate,table_caption,10,Table 3 – Colombia Case Study Arithmetic Averages and Standard Deviations,a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE10002,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,Table 3 – Colombia Case Study Arithmetic Averages and Standard Deviations,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE10003,Anticipate,table_caption,10,Table 4 – Colombia Case Study Repeated Measures Statistical Analysis,a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE10003,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,Table 4 – Colombia Case Study Repeated Measures Statistical Analysis,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE10004,Anticipate,paragraph,10,"Since the results show a p value = 0,00, which is less than 0.05 for the group of trainers, the null hypothesis is rejected. This means that sufficient evidence allows analysts to say that there is a statistically significant difference between the average of pre-training vs. post-training SAGAT scores. In other words, it is highly probable that the improvement in the SAGAT scores is explained by the training and simulations they were exposed to.",a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE10004,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,"Since the results show a p value = 0,00, which is less than 0.05 for the group of trainers, the null hypothesis is rejected. This means that sufficient evidence allows analysts to say that there is a statistically significant difference between the average of pre-training vs. post-training SAGAT scores. In other words, it is highly probable that the improvement in the SAGAT scores is explained by the training and simulations they were exposed to.",C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE10005,Anticipate,paragraph,10,"As for the consistency of the SAGAT assessments between experts, the coefficient of variation (CoV) showed low levels of dispersion, with CoVs consistently below 30% for the self-assessments, company, and consultant experts.",a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE10005,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,"As for the consistency of the SAGAT assessments between experts, the coefficient of variation (CoV) showed low levels of dispersion, with CoVs consistently below 30% for the self-assessments, company, and consultant experts.",C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE10006,Conclusions,conclusion,10,The Permanent Attention Program has demonstrated a statistically significant improvement in the levels of situational awareness competencies of both trainers and employees who have been exposed to the program in two oil and gas services organizations in Saudi Arabia and Colombia. The repeated measures (ANOVA) statistic model shows a strong correlation between the training of the delegates and the SAGAT assessments.,a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE10006,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,The Permanent Attention Program has demonstrated a statistically significant improvement in the levels of situational awareness competencies of both trainers and employees who have been exposed to the program in two oil and gas services organizations in Saudi Arabia and Colombia. The repeated measures (ANOVA) statistic model shows a strong correlation between the training of the delegates and the SAGAT assessments.,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE10007,Conclusions,paragraph,10,"Dynamic and hands-on training modules using andragogy and instructional design helps students understand the attention, comprehension and anticipation concepts, and practice how to improve and attain these skills. The use of case-studies from the company, simulations and gamification contributes to an enjoyable experience, which impacts the learning and retention of the competencies.",a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE10007,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,"Dynamic and hands-on training modules using andragogy and instructional design helps students understand the attention, comprehension and anticipation concepts, and practice how to improve and attain these skills. The use of case-studies from the company, simulations and gamification contributes to an enjoyable experience, which impacts the learning and retention of the competencies.",C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE10008,Conclusions,paragraph,10,"The train the trainers approach represents a challenge for the organizations, as trainers are rarely dedicated full-time to giving the training sessions. In fact, most of them have operational roles that makes it difficult to schedule the training sessions. Nonetheless, this logistical difficulty is worth the effort, as drillers, rig managers and toolpushers become excellent trainers due to their expertise in operations and the authority they have in front of the rig crews.",a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE10008,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,"The train the trainers approach represents a challenge for the organizations, as trainers are rarely dedicated full-time to giving the training sessions. In fact, most of them have operational roles that makes it difficult to schedule the training sessions. Nonetheless, this logistical difficulty is worth the effort, as drillers, rig managers and toolpushers become excellent trainers due to their expertise in operations and the authority they have in front of the rig crews.",C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE10009,Conclusions,paragraph,10,"It also helps anchoring the best practice into the organization's management system, to grant sustainability of the program and avoid dependency on the consultant company.",a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE10009,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,"It also helps anchoring the best practice into the organization's management system, to grant sustainability of the program and avoid dependency on the consultant company.",C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE10010,Conclusions,paragraph,10,The use of scientific research developed by most advanced industries in non-technical skills has been instrumental in creating a program that delivers sustained improvements in the competencies of employees.,a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE10010,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,The use of scientific research developed by most advanced industries in non-technical skills has been instrumental in creating a program that delivers sustained improvements in the competencies of employees.,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE10011,Conclusions,paragraph,10,"Time shall demonstrate its impact in business, reflected in less human suffering due to industrial accidents, as has been the case in the aviation and nuclear industries, the military and medical practice.",a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE10011,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,"Time shall demonstrate its impact in business, reflected in less human suffering due to industrial accidents, as has been the case in the aviation and nuclear industries, the military and medical practice.",C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE10012,Conclusions,paragraph,10,"An early positive impact of the program in the Colombia case study is being experienced. Authors believe that the main benefits will come as the entire organization increases employees’ ability to select the relevant information at any given moment (attend what matters), understand the risk they are facing (comprehend) and project likely scenarios (anticipate), to optimize their risk management and decision-making skills.",a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE10012,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,"An early positive impact of the program in the Colombia case study is being experienced. Authors believe that the main benefits will come as the entire organization increases employees’ ability to select the relevant information at any given moment (attend what matters), understand the risk they are facing (comprehend) and project likely scenarios (anticipate), to optimize their risk management and decision-making skills.",C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE10013,Limitations and recommendations,paragraph,10,"There is no statistically significant data to demonstrate a reduction in accidents and service quality indicators yet. Nonetheless, in the Colombia case, both the number of incidents and the percentage of incidents in which situational awareness contributed have been reduced in 2023. Authors will share further results with the industry, as tangible results come up, in terms of accident reduction, efficiency improvement and additional challenges faced in the implementation of the program.",a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE10013,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,"There is no statistically significant data to demonstrate a reduction in accidents and service quality indicators yet. Nonetheless, in the Colombia case, both the number of incidents and the percentage of incidents in which situational awareness contributed have been reduced in 2023. Authors will share further results with the industry, as tangible results come up, in terms of accident reduction, efficiency improvement and additional challenges faced in the implementation of the program.",C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE11001,Unknown,paragraph,11,The systematic application of field-based SAGAT exercises will be critical to sustain the levels of competency across the organization and maintain conversations around the situational awareness concepts in the day-to-day operations.,a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE11001,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,The systematic application of field-based SAGAT exercises will be critical to sustain the levels of competency across the organization and maintain conversations around the situational awareness concepts in the day-to-day operations.,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE11002,Unknown,paragraph,11,"Authors are also exploring the use of the VAK learning style (Barbe et al., 1979). VAK stands for Visual-Auditory-Kinesthetic learning model, which uses different communication channels between the trainers and the trainees. Visual: learners respond to images and graphics. Auditory: learners prefer verbal presentations. Kinesthetic: learners prefer a physical, hands-on approach. The main advantage of applying the VAK learning style is that both students and teachers can adjust their behaviors according to their preferences and make their learning more effective.",a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE11002,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,"Authors are also exploring the use of the VAK learning style (Barbe et al., 1979). VAK stands for Visual-Auditory-Kinesthetic learning model, which uses different communication channels between the trainers and the trainees. Visual: learners respond to images and graphics. Auditory: learners prefer verbal presentations. Kinesthetic: learners prefer a physical, hands-on approach. The main advantage of applying the VAK learning style is that both students and teachers can adjust their behaviors according to their preferences and make their learning more effective.",C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE11003,Unknown,paragraph,11,"Human error is captured as a contributing factor in the accident investigations of these two companies, but since the concepts of situational awareness were incorporated recently, the business systems do not allow an in-depth analysis of whether attention, comprehension, and / or anticipation have affected the decision-making process of the individuals involved in the accident. Authors are looking for practical ways to integrate these factors into the investigation and reporting protocols in both organizations.",a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE11003,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,"Human error is captured as a contributing factor in the accident investigations of these two companies, but since the concepts of situational awareness were incorporated recently, the business systems do not allow an in-depth analysis of whether attention, comprehension, and / or anticipation have affected the decision-making process of the individuals involved in the accident. Authors are looking for practical ways to integrate these factors into the investigation and reporting protocols in both organizations.",C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE11004,Unknown,paragraph,11,"Due to the logistics required to run the program properly, organizations are tempted to challenge the schedules and request changes in the program that can undermine the effectiveness and sustainability of the results. Authors recommend respecting the scientific rigor associated with the SAGAT assessments and instructional design.",a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE11004,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,"Due to the logistics required to run the program properly, organizations are tempted to challenge the schedules and request changes in the program that can undermine the effectiveness and sustainability of the results. Authors recommend respecting the scientific rigor associated with the SAGAT assessments and instructional design.",C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
